0.0	0.0	3.0	3.333333333333333	3.2142857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3.363636363636364	3.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4285714285714284	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4285714285714284	0.0	0.0
3.363636363636364	0.0	0.0	0.0	3.2142857142857144	0.0	0.0	3.391304347826087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.391304347826087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4285714285714284	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.391304347826087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.391304347826087	0.0	0.0	0.0	0.0	0.0	0.0	3.6666666666666665	0.0	0.0	0.0
0.0	0.0	0.0	3.333333333333333	3.2142857142857144	0.0	0.0	3.391304347826087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.391304347826087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.391304347826087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4285714285714284	0.0	0.0
0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4285714285714284	0.0	0.0
0.0	0.0	0.0	0.0	3.2142857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.391304347826087	0.0	0.0	0.0	0.0	0.0	3.8	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.391304347826087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	3.2142857142857144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8	0.0	0.0	0.0	0.0
3.363636363636364	0.0	0.0	0.0	3.2142857142857144	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.4285714285714284	0.0	0.0
